0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,1,26.125,347.9375,6.3,4.5,0.42,0.65,19.5,309.25,5.9,3.5,0.37,0.5,0,19.875,324.875,5.7,4.3,0.35,0.4,19.8125,317.375,5.5,3.7,0.4,0.42
0,0,15.875,269.9375,5.2,3.6,0.39,0.41,21.5625,322.375,6.0,4.2,0.39,0.55,1,18.625,319.875,5.8,3.4,0.41,0.47,21.5,293.125,5.8,4.0,0.36,0.38
1,1,21.9375,326.5625,5.5,4.8,0.43,0.36,21.3125,325.0,5.6,4.7,0.3,0.63,0,14.6875,314.4375,5.6,4.0,0.39,0.17,24.875,312.125,6.4,4.3,0.41,0.75
1,1,23.6875,352.0,7.0,3.4,0.42,0.77,21.125,330.1875,6.6,3.6,0.42,0.33,0,18.75,294.75,5.5,4.0,0.39,0.57,17.125,277.75,5.7,3.5,0.35,0.39
1,1,26.375,361.6875,6.1,4.7,0.4,0.46,19.625,327.5,5.8,3.9,0.4,0.5,0,25.1875,387.0,7.1,4.6,0.43,0.63,20.3125,328.0625,6.3,4.1,0.38,0.37
0,1,16.9375,257.625,5.0,3.8,0.37,0.38,22.9375,343.5,6.1,4.5,0.47,0.58,0,24.6875,360.375,6.6,4.7,0.36,0.74,16.125,312.875,5.7,4.0,0.37,0.53
0,1,27.4375,362.4375,7.7,3.7,0.49,0.62,15.4375,307.0625,5.7,4.4,0.37,0.58,0,26.125,347.9375,6.3,4.5,0.42,0.65,19.5,309.25,5.9,3.5,0.37,0.5
0,1,22.6875,348.1875,6.3,4.0,0.37,0.67,26.8125,350.125,6.2,4.7,0.4,0.22,0,19.375,319.3125,5.6,3.9,0.33,0.25,24.25,325.375,6.2,3.7,0.34,0.64
0,0,14.9375,224.1875,4.3,3.9,0.24,0.63,26.75,391.1875,7.3,3.8,0.39,0.58,1,22.5625,321.8125,6.1,3.9,0.41,0.4,16.8125,290.9375,5.6,3.9,0.33,0.29
1,1,16.25,253.3125,4.3,4.2,0.34,0.47,26.9375,364.0,7.0,4.6,0.38,0.65,0,19.4375,348.4375,6.2,3.2,0.38,0.31,24.1875,295.5625,5.9,4.0,0.34,0.36
1,0,28.25,369.6875,6.9,4.7,0.4,0.88,16.9375,316.8125,5.7,3.6,0.38,0.63,1,18.6875,320.125,5.8,3.8,0.34,0.29,26.3125,319.375,6.3,4.2,0.36,0.64
0,0,15.0,248.125,5.1,3.5,0.35,0.42,22.1875,308.75,5.6,3.9,0.42,0.82,1,19.875,324.875,5.7,4.3,0.35,0.4,19.8125,317.375,5.5,3.7,0.4,0.42
0,1,14.6875,314.4375,5.6,4.0,0.39,0.17,24.875,312.125,6.4,4.3,0.41,0.75,0,24.4375,309.375,6.9,3.4,0.42,0.33,16.1875,282.625,5.3,3.6,0.41,0.31
1,0,24.3125,321.8125,7.1,4.0,0.35,0.42,16.125,284.0,5.3,3.4,0.4,0.35,1,19.125,288.3125,5.6,3.9,0.33,0.44,21.5,323.3125,5.9,4.0,0.43,0.39
1,0,14.5,284.375,5.6,3.8,0.33,0.39,18.8125,316.8125,5.8,4.2,0.41,0.44,1,18.125,309.4375,5.6,3.8,0.4,0.5,23.9375,330.75,6.2,4.0,0.41,0.33
1,0,26.3125,358.125,6.8,4.2,0.43,0.3,21.875,338.6875,6.5,4.3,0.43,0.43,1,15.875,269.9375,5.2,3.6,0.39,0.41,21.5625,322.375,6.0,4.2,0.39,0.55
1,1,22.4375,330.5625,6.1,4.2,0.42,0.55,18.3125,297.9375,5.4,4.1,0.37,0.39,0,20.3125,325.125,6.1,3.6,0.41,0.54,19.25,300.875,5.8,4.2,0.35,0.64
1,1,16.25,256.3125,4.5,4.3,0.29,0.44,12.625,281.8125,4.9,3.7,0.32,0.3,0,21.9375,326.5625,5.5,4.8,0.43,0.36,21.3125,325.0,5.6,4.7,0.3,0.63
1,1,16.5625,293.3125,5.1,3.6,0.39,0.58,18.6875,284.3125,5.2,3.7,0.36,0.33,0,18.625,319.875,5.8,3.4,0.41,0.47,21.5,293.125,5.8,4.0,0.36,0.38
0,0,26.125,347.9375,6.3,4.5,0.42,0.65,19.5,309.25,5.9,3.5,0.37,0.5,1,25.1875,387.0,7.1,4.6,0.43,0.63,20.3125,328.0625,6.3,4.1,0.38,0.37
1,1,18.75,294.75,5.5,4.0,0.39,0.57,17.125,277.75,5.7,3.5,0.35,0.39,0,21.9375,326.5625,5.5,4.8,0.43,0.36,21.3125,325.0,5.6,4.7,0.3,0.63
0,1,22.6875,348.1875,6.3,4.0,0.37,0.67,26.8125,350.125,6.2,4.7,0.4,0.22,0,14.9375,224.1875,4.3,3.9,0.24,0.63,26.75,391.1875,7.3,3.8,0.39,0.58
0,1,24.4375,309.375,6.9,3.4,0.42,0.33,16.1875,282.625,5.3,3.6,0.41,0.31,0,20.3125,325.125,6.1,3.6,0.41,0.54,19.25,300.875,5.8,4.2,0.35,0.64
1,0,16.9375,257.625,5.0,3.8,0.37,0.38,22.9375,343.5,6.1,4.5,0.47,0.58,1,26.3125,358.125,6.8,4.2,0.43,0.3,21.875,338.6875,6.5,4.3,0.43,0.43
0,0,18.6875,320.125,5.8,3.8,0.34,0.29,26.3125,319.375,6.3,4.2,0.36,0.64,1,19.875,324.875,5.7,4.3,0.35,0.4,19.8125,317.375,5.5,3.7,0.4,0.42
0,1,16.25,253.3125,4.3,4.2,0.34,0.47,26.9375,364.0,7.0,4.6,0.38,0.65,0,22.5625,321.8125,6.1,3.9,0.41,0.4,16.8125,290.9375,5.6,3.9,0.33,0.29
0,1,14.5,284.375,5.6,3.8,0.33,0.39,18.8125,316.8125,5.8,4.2,0.41,0.44,0,24.3125,321.8125,7.1,4.0,0.35,0.42,16.125,284.0,5.3,3.4,0.4,0.35
1,1,22.4375,330.5625,6.1,4.2,0.42,0.55,18.3125,297.9375,5.4,4.1,0.37,0.39,0,26.375,361.6875,6.1,4.7,0.4,0.46,19.625,327.5,5.8,3.9,0.4,0.5
1,0,15.875,269.9375,5.2,3.6,0.39,0.41,21.5625,322.375,6.0,4.2,0.39,0.55,1,14.6875,314.4375,5.6,4.0,0.39,0.17,24.875,312.125,6.4,4.3,0.41,0.75
0,0,19.375,319.3125,5.6,3.9,0.33,0.25,24.25,325.375,6.2,3.7,0.34,0.64,1,19.4375,348.4375,6.2,3.2,0.38,0.31,24.1875,295.5625,5.9,4.0,0.34,0.36
1,1,24.6875,360.375,6.6,4.7,0.36,0.74,16.125,312.875,5.7,4.0,0.37,0.53,0,18.125,309.4375,5.6,3.8,0.4,0.5,23.9375,330.75,6.2,4.0,0.41,0.33
1,1,28.25,369.6875,6.9,4.7,0.4,0.88,16.9375,316.8125,5.7,3.6,0.38,0.63,0,27.4375,362.4375,7.7,3.7,0.49,0.62,15.4375,307.0625,5.7,4.4,0.37,0.58
1,0,16.25,256.3125,4.5,4.3,0.29,0.44,12.625,281.8125,4.9,3.7,0.32,0.3,1,18.625,319.875,5.8,3.4,0.41,0.47,21.5,293.125,5.8,4.0,0.36,0.38
1,1,16.5625,293.3125,5.1,3.6,0.39,0.58,18.6875,284.3125,5.2,3.7,0.36,0.33,0,19.125,288.3125,5.6,3.9,0.33,0.44,21.5,323.3125,5.9,4.0,0.43,0.39
1,0,23.6875,352.0,7.0,3.4,0.42,0.77,21.125,330.1875,6.6,3.6,0.42,0.33,1,15.0,248.125,5.1,3.5,0.35,0.42,22.1875,308.75,5.6,3.9,0.42,0.82
1,0,24.6875,360.375,6.6,4.7,0.36,0.74,16.125,312.875,5.7,4.0,0.37,0.53,1,26.125,347.9375,6.3,4.5,0.42,0.65,19.5,309.25,5.9,3.5,0.37,0.5
0,1,18.125,309.4375,5.6,3.8,0.4,0.5,23.9375,330.75,6.2,4.0,0.41,0.33,0,26.375,361.6875,6.1,4.7,0.4,0.46,19.625,327.5,5.8,3.9,0.4,0.5
0,0,26.3125,358.125,6.8,4.2,0.43,0.3,21.875,338.6875,6.5,4.3,0.43,0.43,1,25.1875,387.0,7.1,4.6,0.43,0.63,20.3125,328.0625,6.3,4.1,0.38,0.37
0,0,16.9375,257.625,5.0,3.8,0.37,0.38,22.9375,343.5,6.1,4.5,0.47,0.58,1,15.0,248.125,5.1,3.5,0.35,0.42,22.1875,308.75,5.6,3.9,0.42,0.82
0,0,14.6875,314.4375,5.6,4.0,0.39,0.17,24.875,312.125,6.4,4.3,0.41,0.75,1,18.75,294.75,5.5,4.0,0.39,0.57,17.125,277.75,5.7,3.5,0.35,0.39
1,0,19.875,324.875,5.7,4.3,0.35,0.4,19.8125,317.375,5.5,3.7,0.4,0.42,1,23.6875,352.0,7.0,3.4,0.42,0.77,21.125,330.1875,6.6,3.6,0.42,0.33
0,0,15.875,269.9375,5.2,3.6,0.39,0.41,21.5625,322.375,6.0,4.2,0.39,0.55,1,24.3125,321.8125,7.1,4.0,0.35,0.42,16.125,284.0,5.3,3.4,0.4,0.35
0,0,19.4375,348.4375,6.2,3.2,0.38,0.31,24.1875,295.5625,5.9,4.0,0.34,0.36,1,27.4375,362.4375,7.7,3.7,0.49,0.62,15.4375,307.0625,5.7,4.4,0.37,0.58
0,0,16.5625,293.3125,5.1,3.6,0.39,0.58,18.6875,284.3125,5.2,3.7,0.36,0.33,1,14.5,284.375,5.6,3.8,0.33,0.39,18.8125,316.8125,5.8,4.2,0.41,0.44
1,1,18.625,319.875,5.8,3.4,0.41,0.47,21.5,293.125,5.8,4.0,0.36,0.38,0,28.25,369.6875,6.9,4.7,0.4,0.88,16.9375,316.8125,5.7,3.6,0.38,0.63
1,0,24.4375,309.375,6.9,3.4,0.42,0.33,16.1875,282.625,5.3,3.6,0.41,0.31,1,21.9375,326.5625,5.5,4.8,0.43,0.36,21.3125,325.0,5.6,4.7,0.3,0.63
1,1,22.5625,321.8125,6.1,3.9,0.41,0.4,16.8125,290.9375,5.6,3.9,0.33,0.29,0,18.6875,320.125,5.8,3.8,0.34,0.29,26.3125,319.375,6.3,4.2,0.36,0.64
0,0,16.25,253.3125,4.3,4.2,0.34,0.47,26.9375,364.0,7.0,4.6,0.38,0.65,1,14.9375,224.1875,4.3,3.9,0.24,0.63,26.75,391.1875,7.3,3.8,0.39,0.58
0,0,16.25,256.3125,4.5,4.3,0.29,0.44,12.625,281.8125,4.9,3.7,0.32,0.3,1,19.125,288.3125,5.6,3.9,0.33,0.44,21.5,323.3125,5.9,4.0,0.43,0.39
1,0,22.4375,330.5625,6.1,4.2,0.42,0.55,18.3125,297.9375,5.4,4.1,0.37,0.39,1,19.375,319.3125,5.6,3.9,0.33,0.25,24.25,325.375,6.2,3.7,0.34,0.64
1,0,22.6875,348.1875,6.3,4.0,0.37,0.67,26.8125,350.125,6.2,4.7,0.4,0.22,1,20.3125,325.125,6.1,3.6,0.41,0.54,19.25,300.875,5.8,4.2,0.35,0.64
0,0,16.25,310.0,5.2,4.2,0.38,0.5,17.6875,289.0625,5.5,3.5,0.38,0.56,1,22.0625,357.8125,6.5,4.2,0.43,0.48,19.6875,300.3125,6.0,3.5,0.39,0.5
0,1,20.6875,321.4375,6.1,4.2,0.41,0.6,19.6875,328.875,6.2,4.2,0.39,0.62,0,23.3125,341.375,6.9,3.7,0.36,0.67,20.6875,355.0625,6.5,4.2,0.42,0.52
1,0,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39,1,13.1875,270.0625,4.9,3.8,0.37,0.25,22.0625,329.4375,6.5,3.9,0.38,0.42
1,1,24.0625,335.5625,6.1,3.9,0.43,0.8,14.8125,294.375,5.7,3.9,0.36,0.27,0,18.75,266.9375,5.7,3.7,0.32,0.46,19.4375,329.5625,5.5,4.7,0.37,0.65
1,0,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48,1,16.6875,278.9375,5.3,3.9,0.39,0.69,22.875,337.5,6.5,4.4,0.44,0.46
0,0,19.9375,309.4375,5.8,4.4,0.37,0.54,19.0625,326.25,5.9,4.1,0.37,0.36,1,22.9375,360.4375,6.2,4.3,0.37,0.67,23.8125,335.125,6.3,4.9,0.45,0.33
1,0,18.25,331.875,5.1,5.5,0.36,0.4,20.5,332.8125,6.6,3.7,0.42,0.4,1,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
1,0,19.75,305.6875,6.0,3.5,0.44,0.31,18.4375,331.625,5.7,4.6,0.37,0.52,1,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59
1,0,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46,1,14.875,264.5625,5.1,3.6,0.34,0.4,22.25,344.6875,6.2,4.4,0.44,0.4
0,1,19.0625,309.3125,5.8,3.7,0.33,0.41,24.875,345.625,6.5,4.1,0.44,0.8,0,20.9375,311.0625,5.4,4.0,0.38,0.25,21.3125,330.3125,6.0,4.6,0.37,0.5
1,0,26.6875,324.9375,6.1,3.8,0.37,0.69,15.9375,294.125,5.0,4.0,0.31,0.63,1,18.8125,341.125,5.8,3.9,0.39,0.41,22.875,320.875,5.9,4.1,0.33,0.62
0,0,26.5625,360.75,7.1,4.1,0.49,0.47,21.875,322.8125,6.4,3.9,0.44,0.5,1,23.1875,338.9375,6.1,5.0,0.39,0.5,17.125,283.625,5.5,3.5,0.37,0.29
1,1,19.625,312.5,6.3,3.2,0.39,0.67,24.3125,349.4375,6.6,4.1,0.41,0.47,0,18.625,303.5625,5.6,5.0,0.34,0.55,25.75,344.1875,6.5,4.1,0.44,0.5
0,1,22.1875,325.875,5.6,4.7,0.38,0.47,22.625,342.4375,6.1,4.0,0.43,0.38,0,26.6875,379.375,7.5,4.0,0.56,0.0,22.5,332.25,5.8,5.3,0.47,0.79
1,0,17.625,308.9375,5.4,4.1,0.33,0.71,20.4375,300.1875,6.1,2.8,0.34,0.54,1,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,1,10.5,246.1875,4.4,3.9,0.36,0.33,20.75,284.8125,5.4,4.0,0.36,0.53,0,30.75,365.0,6.6,4.9,0.43,0.55,18.9375,301.5625,5.4,4.2,0.37,0.35
1,0,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46,1,18.8125,341.125,5.8,3.9,0.39,0.41,22.875,320.875,5.9,4.1,0.33,0.62
1,0,22.1875,325.875,5.6,4.7,0.38,0.47,22.625,342.4375,6.1,4.0,0.43,0.38,1,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48
0,0,10.5,246.1875,4.4,3.9,0.36,0.33,20.75,284.8125,5.4,4.0,0.36,0.53,1,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39
1,1,17.625,308.9375,5.4,4.1,0.33,0.71,20.4375,300.1875,6.1,2.8,0.34,0.54,0,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
1,1,26.6875,324.9375,6.1,3.8,0.37,0.69,15.9375,294.125,5.0,4.0,0.31,0.63,0,19.0625,309.3125,5.8,3.7,0.33,0.41,24.875,345.625,6.5,4.1,0.44,0.8
0,0,14.875,264.5625,5.1,3.6,0.34,0.4,22.25,344.6875,6.2,4.4,0.44,0.4,1,23.3125,341.375,6.9,3.7,0.36,0.67,20.6875,355.0625,6.5,4.2,0.42,0.52
1,1,26.6875,379.375,7.5,4.0,0.56,0.0,22.5,332.25,5.8,5.3,0.47,0.79,0,16.6875,278.9375,5.3,3.9,0.39,0.69,22.875,337.5,6.5,4.4,0.44,0.46
0,1,16.25,310.0,5.2,4.2,0.38,0.5,17.6875,289.0625,5.5,3.5,0.38,0.56,0,18.75,266.9375,5.7,3.7,0.32,0.46,19.4375,329.5625,5.5,4.7,0.37,0.65
1,1,18.25,331.875,5.1,5.5,0.36,0.4,20.5,332.8125,6.6,3.7,0.42,0.4,0,13.1875,270.0625,4.9,3.8,0.37,0.25,22.0625,329.4375,6.5,3.9,0.38,0.42
1,1,18.625,303.5625,5.6,5.0,0.34,0.55,25.75,344.1875,6.5,4.1,0.44,0.5,0,22.9375,360.4375,6.2,4.3,0.37,0.67,23.8125,335.125,6.3,4.9,0.45,0.33
1,1,20.9375,311.0625,5.4,4.0,0.38,0.25,21.3125,330.3125,6.0,4.6,0.37,0.5,0,19.625,312.5,6.3,3.2,0.39,0.67,24.3125,349.4375,6.6,4.1,0.41,0.47
1,0,24.0625,335.5625,6.1,3.9,0.43,0.8,14.8125,294.375,5.7,3.9,0.36,0.27,1,19.75,305.6875,6.0,3.5,0.44,0.31,18.4375,331.625,5.7,4.6,0.37,0.52
1,1,30.75,365.0,6.6,4.9,0.43,0.55,18.9375,301.5625,5.4,4.2,0.37,0.35,0,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59
1,1,19.9375,309.4375,5.8,4.4,0.37,0.54,19.0625,326.25,5.9,4.1,0.37,0.36,0,20.6875,321.4375,6.1,4.2,0.41,0.6,19.6875,328.875,6.2,4.2,0.39,0.62
1,1,26.5625,360.75,7.1,4.1,0.49,0.47,21.875,322.8125,6.4,3.9,0.44,0.5,0,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,0,22.0625,357.8125,6.5,4.2,0.43,0.48,19.6875,300.3125,6.0,3.5,0.39,0.5,1,23.1875,338.9375,6.1,5.0,0.39,0.5,17.125,283.625,5.5,3.5,0.37,0.29
1,1,26.6875,379.375,7.5,4.0,0.56,0.0,22.5,332.25,5.8,5.3,0.47,0.79,0,23.1875,338.9375,6.1,5.0,0.39,0.5,17.125,283.625,5.5,3.5,0.37,0.29
0,1,18.75,266.9375,5.7,3.7,0.32,0.46,19.4375,329.5625,5.5,4.7,0.37,0.65,0,19.75,305.6875,6.0,3.5,0.44,0.31,18.4375,331.625,5.7,4.6,0.37,0.52
0,1,19.0625,309.3125,5.8,3.7,0.33,0.41,24.875,345.625,6.5,4.1,0.44,0.8,0,18.8125,341.125,5.8,3.9,0.39,0.41,22.875,320.875,5.9,4.1,0.33,0.62
0,1,22.0625,357.8125,6.5,4.2,0.43,0.48,19.6875,300.3125,6.0,3.5,0.39,0.5,0,23.3125,341.375,6.9,3.7,0.36,0.67,20.6875,355.0625,6.5,4.2,0.42,0.52
0,0,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59,1,16.25,310.0,5.2,4.2,0.38,0.5,17.6875,289.0625,5.5,3.5,0.38,0.56
0,1,16.6875,278.9375,5.3,3.9,0.39,0.69,22.875,337.5,6.5,4.4,0.44,0.46,0,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,1,13.1875,270.0625,4.9,3.8,0.37,0.25,22.0625,329.4375,6.5,3.9,0.38,0.42,0,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
0,1,17.625,308.9375,5.4,4.1,0.33,0.71,20.4375,300.1875,6.1,2.8,0.34,0.54,0,26.6875,324.9375,6.1,3.8,0.37,0.69,15.9375,294.125,5.0,4.0,0.31,0.63
0,1,14.875,264.5625,5.1,3.6,0.34,0.4,22.25,344.6875,6.2,4.4,0.44,0.4,0,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39
1,0,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48,1,18.625,303.5625,5.6,5.0,0.34,0.55,25.75,344.1875,6.5,4.1,0.44,0.5
0,1,19.625,312.5,6.3,3.2,0.39,0.67,24.3125,349.4375,6.6,4.1,0.41,0.47,0,22.9375,360.4375,6.2,4.3,0.37,0.67,23.8125,335.125,6.3,4.9,0.45,0.33
0,0,22.1875,325.875,5.6,4.7,0.38,0.47,22.625,342.4375,6.1,4.0,0.43,0.38,1,20.9375,311.0625,5.4,4.0,0.38,0.25,21.3125,330.3125,6.0,4.6,0.37,0.5
0,1,24.0625,335.5625,6.1,3.9,0.43,0.8,14.8125,294.375,5.7,3.9,0.36,0.27,0,19.9375,309.4375,5.8,4.4,0.37,0.54,19.0625,326.25,5.9,4.1,0.37,0.36
1,1,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46,0,18.25,331.875,5.1,5.5,0.36,0.4,20.5,332.8125,6.6,3.7,0.42,0.4
1,1,20.6875,321.4375,6.1,4.2,0.41,0.6,19.6875,328.875,6.2,4.2,0.39,0.62,0,18.625,303.5625,5.6,5.0,0.34,0.55,25.75,344.1875,6.5,4.1,0.44,0.5
0,0,30.75,365.0,6.6,4.9,0.43,0.55,18.9375,301.5625,5.4,4.2,0.37,0.35,1,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39
0,1,19.75,305.6875,6.0,3.5,0.44,0.31,18.4375,331.625,5.7,4.6,0.37,0.52,0,26.6875,379.375,7.5,4.0,0.56,0.0,22.5,332.25,5.8,5.3,0.47,0.79
1,1,16.6875,278.9375,5.3,3.9,0.39,0.69,22.875,337.5,6.5,4.4,0.44,0.46,0,16.25,310.0,5.2,4.2,0.38,0.5,17.6875,289.0625,5.5,3.5,0.38,0.56
1,1,18.75,266.9375,5.7,3.7,0.32,0.46,19.4375,329.5625,5.5,4.7,0.37,0.65,0,17.625,308.9375,5.4,4.1,0.33,0.71,20.4375,300.1875,6.1,2.8,0.34,0.54
0,0,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46,1,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
1,1,18.25,331.875,5.1,5.5,0.36,0.4,20.5,332.8125,6.6,3.7,0.42,0.4,0,19.625,312.5,6.3,3.2,0.39,0.67,24.3125,349.4375,6.6,4.1,0.41,0.47
1,0,26.5625,360.75,7.1,4.1,0.49,0.47,21.875,322.8125,6.4,3.9,0.44,0.5,1,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59
0,0,19.0625,309.3125,5.8,3.7,0.33,0.41,24.875,345.625,6.5,4.1,0.44,0.8,1,22.9375,360.4375,6.2,4.3,0.37,0.67,23.8125,335.125,6.3,4.9,0.45,0.33
0,0,23.1875,338.9375,6.1,5.0,0.39,0.5,17.125,283.625,5.5,3.5,0.37,0.29,1,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,1,10.5,246.1875,4.4,3.9,0.36,0.33,20.75,284.8125,5.4,4.0,0.36,0.53,0,14.875,264.5625,5.1,3.6,0.34,0.4,22.25,344.6875,6.2,4.4,0.44,0.4
0,1,23.3125,341.375,6.9,3.7,0.36,0.67,20.6875,355.0625,6.5,4.2,0.42,0.52,0,24.0625,335.5625,6.1,3.9,0.43,0.8,14.8125,294.375,5.7,3.9,0.36,0.27
0,0,20.9375,311.0625,5.4,4.0,0.38,0.25,21.3125,330.3125,6.0,4.6,0.37,0.5,1,26.6875,324.9375,6.1,3.8,0.37,0.69,15.9375,294.125,5.0,4.0,0.31,0.63
0,0,18.8125,341.125,5.8,3.9,0.39,0.41,22.875,320.875,5.9,4.1,0.33,0.62,1,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48
0,0,16.25,310.0,5.2,4.2,0.38,0.5,17.6875,289.0625,5.5,3.5,0.38,0.56,1,24.0625,335.5625,6.1,3.9,0.43,0.8,14.8125,294.375,5.7,3.9,0.36,0.27
0,1,18.8125,341.125,5.8,3.9,0.39,0.41,22.875,320.875,5.9,4.1,0.33,0.62,0,22.9375,360.4375,6.2,4.3,0.37,0.67,23.8125,335.125,6.3,4.9,0.45,0.33
0,0,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59,1,26.6875,379.375,7.5,4.0,0.56,0.0,22.5,332.25,5.8,5.3,0.47,0.79
0,0,14.875,264.5625,5.1,3.6,0.34,0.4,22.25,344.6875,6.2,4.4,0.44,0.4,1,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
1,1,22.1875,325.875,5.6,4.7,0.38,0.47,22.625,342.4375,6.1,4.0,0.43,0.38,0,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,0,13.1875,270.0625,4.9,3.8,0.37,0.25,22.0625,329.4375,6.5,3.9,0.38,0.42,1,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46
1,1,26.6875,324.9375,6.1,3.8,0.37,0.69,15.9375,294.125,5.0,4.0,0.31,0.63,0,18.75,266.9375,5.7,3.7,0.32,0.46,19.4375,329.5625,5.5,4.7,0.37,0.65
0,0,19.0625,309.3125,5.8,3.7,0.33,0.41,24.875,345.625,6.5,4.1,0.44,0.8,1,17.625,308.9375,5.4,4.1,0.33,0.71,20.4375,300.1875,6.1,2.8,0.34,0.54
0,0,10.5,246.1875,4.4,3.9,0.36,0.33,20.75,284.8125,5.4,4.0,0.36,0.53,1,18.625,303.5625,5.6,5.0,0.34,0.55,25.75,344.1875,6.5,4.1,0.44,0.5
1,0,20.6875,321.4375,6.1,4.2,0.41,0.6,19.6875,328.875,6.2,4.2,0.39,0.62,1,19.625,312.5,6.3,3.2,0.39,0.67,24.3125,349.4375,6.6,4.1,0.41,0.47
0,0,19.75,305.6875,6.0,3.5,0.44,0.31,18.4375,331.625,5.7,4.6,0.37,0.52,1,23.1875,338.9375,6.1,5.0,0.39,0.5,17.125,283.625,5.5,3.5,0.37,0.29
0,0,26.5625,360.75,7.1,4.1,0.49,0.47,21.875,322.8125,6.4,3.9,0.44,0.5,1,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48
0,0,22.0625,357.8125,6.5,4.2,0.43,0.48,19.6875,300.3125,6.0,3.5,0.39,0.5,1,30.75,365.0,6.6,4.9,0.43,0.55,18.9375,301.5625,5.4,4.2,0.37,0.35
0,0,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39,1,19.9375,309.4375,5.8,4.4,0.37,0.54,19.0625,326.25,5.9,4.1,0.37,0.36
0,0,23.3125,341.375,6.9,3.7,0.36,0.67,20.6875,355.0625,6.5,4.2,0.42,0.52,1,13.1875,270.0625,4.9,3.8,0.37,0.25,22.0625,329.4375,6.5,3.9,0.38,0.42
1,1,26.5625,360.75,7.1,4.1,0.49,0.47,21.875,322.8125,6.4,3.9,0.44,0.5,0,16.6875,278.9375,5.3,3.9,0.39,0.69,22.875,337.5,6.5,4.4,0.44,0.46
1,0,20.25,300.625,5.5,4.7,0.33,0.41,25.0,369.6875,6.5,4.6,0.41,0.59,1,19.1875,327.6875,6.2,4.5,0.37,0.46,23.5,355.5,6.9,4.5,0.44,0.67
0,1,22.0625,317.0,6.3,3.4,0.41,0.73,12.5625,264.0625,5.3,3.3,0.29,0.39,0,16.875,307.6875,5.7,3.9,0.31,0.33,19.0625,296.0625,5.5,3.9,0.32,0.79
0,0,24.875,381.4375,7.2,4.8,0.42,0.46,20.5,328.0625,5.4,4.5,0.37,0.48,1,25.8125,391.5,7.5,3.7,0.45,0.6,20.125,307.3125,5.6,4.9,0.35,0.46
